task_row_index,source_no,composition_group,composition_group_rows,outer_split,optuna_validation_fold,material_class,reference,temperature_celsius,chloride_molar,pH,test_method,target_decile,target_mV_SCE_development_only,"Composition, wt.% Fe","Composition, wt.% Cr","Composition, wt.% Ni","Composition, wt.% Mo","Composition, wt.% W","Composition, wt.% Nb","Composition, wt.% Al","Composition, wt.% V","Composition, wt.% Ta","Composition, wt.% Re","Composition, wt.% Ce","Composition, wt.% Ti","Composition, wt.% Co","Composition, wt.% B","Composition, wt.% Mg","Composition, wt.% Y","Composition, wt.% Gd"
337,338,composition_0124,17,development,4,Fe Alloy,1,25,0.1,7,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",8,481,69.582,15,13,2.418,0,0,0,0,0,0,0,0,0,0,0,0,0
338,339,composition_0124,17,development,4,Fe Alloy,1,0,0.1,7,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",8,558,71.994,15,13,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0
339,340,composition_0124,17,development,4,Fe Alloy,1,0,0.1,7,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",5,253,71.557,15,13,0.443,0,0,0,0,0,0,0,0,0,0,0,0,0
340,341,composition_0124,17,development,4,Fe Alloy,1,0,0.1,7,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",4,176,71.045,15,13,0.955,0,0,0,0,0,0,0,0,0,0,0,0,0
341,342,composition_0124,17,development,4,Fe Alloy,1,0,0.1,7,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",4,139,70.552,15,13,1.448,0,0,0,0,0,0,0,0,0,0,0,0,0
342,343,composition_0124,17,development,4,Fe Alloy,1,0,0.1,7,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",3,78,70.089,15,13,1.911,0,0,0,0,0,0,0,0,0,0,0,0,0
343,344,composition_0124,17,development,4,Fe Alloy,1,0,0,7,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",4,179,71.994,15,13,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0
344,345,composition_0124,17,development,4,Fe Alloy,1,0,0,7,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",3,68,71.557,15,13,0.443,0,0,0,0,0,0,0,0,0,0,0,0,0
345,346,composition_0124,17,development,4,Fe Alloy,1,25,0,7,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",6,295,71.984,15,13,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0
346,347,composition_0124,17,development,4,Fe Alloy,1,25,0,7,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",6,281,71.551,15,13,0.449,0,0,0,0,0,0,0,0,0,0,0,0,0
347,348,composition_0124,17,development,4,Fe Alloy,1,25,0,7,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",6,265,70.554,15,13,1.446,0,0,0,0,0,0,0,0,0,0,0,0,0
348,349,composition_0124,17,development,4,Fe Alloy,1,25,0,7,"Potentiostatic Polarization. The experimental procedure was to first polarize the electrode potentiostatically at the least noble potential within the passive region for at least 15 min in order to achieve steady-state passivity. The potential was then advanced in stages of 50 mV, allowing 5 min between each change. Initially the current decreased or remained constant after each potential adjustment, but eventually a steadily increasing current at some potential V'c indicated the onset of pitting (or of transpassivity). Steady-state values Vc were obtained subsequently by holding the potential for long times at a fixed value and then observing pitting or the lack of it under a low power microscope. The lowest potential for which pitting could not be observed after a 10-hr or longer period of constant polarization was considered to be the steady-state value Vc. Reproducibility was in the order of ±5 mv.",5,226,69.605,15,13,2.395,0,0,0,0,0,0,0,0,0,0,0,0,0
349,350,composition_0049,5,development,3,Fe Alloy,11,29.6,0.1,1,"Potentiodynamic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value.",4,180,81.898,16.3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,351,composition_0125,1,development,3,Fe Alloy,11,29.6,0.1,1,"Potentiodynamic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value.",4,190,81.028,16.52,0.3,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0
351,352,composition_0115,3,development,3,Fe Alloy,11,29.6,0.1,1,"Potentiodynamic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value.",5,260,82.8115,17.08,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
352,353,composition_0126,1,development,5,Fe Alloy,11,29.6,0.1,1,"Potentiodynamic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value.",6,320,81.9654,16.93,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0
353,354,composition_0127,1,development,4,Fe Alloy,11,29.6,0.1,1,"Potentiodynamic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value.",9,800,80.2552,16.68,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0
354,355,composition_0128,1,development,3,Fe Alloy,11,24,0.1,1,"Potentiodynamic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value.",6,310,79.38,18.53,0.11,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0
355,356,composition_0129,2,development,4,Fe Alloy,11,24,0.1,1,"Potentiodynamic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value.",7,350,78.87,18.53,0.62,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0
356,357,composition_0129,2,development,4,Fe Alloy,11,24,0.1,1,"Potentiodynamic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value.",7,340,78.409,18.53,1.08,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0
357,358,composition_0130,1,development,5,Fe Alloy,11,24,0.1,1,"Potentiodynamic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value.",9,800,78.791,18.45,0.11,1.97,0,0,0,0,0,0,0,0.47,0,0,0,0,0
358,359,composition_0131,1,development,4,Fe Alloy,11,24,0.1,1,"Potentiodynamic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value.",9,630,77.592,18.5,0,1.97,0,0,0,0,0,0,0,1.88,0,0,0,0,0
359,360,composition_0132,1,development,4,Fe Alloy,11,24,0.1,1,"Potentiodynamic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value.",9,800,77.818,18.7,0.57,1.97,0,0,0,0,0,0,0,0.91,0,0,0,0,0
360,361,composition_0133,1,development,1,Fe Alloy,11,24,0.1,1,"Potentiodynamic Polarization. The onset of pitting was marked by a sharp and sudden increase in polarization current. The potential scanning was stopped at the pitting potential, and the electrode was allowed to pit for 20 to 30 min. It was then removed from the solution, the tape was stripped, and its surface was examined for pitting and possible crevice corrosion. The potential scanning was usually started at -0.7 to -0.6v, with respect to the saturated calomel electrode (SCE); the scanning was always into the passive potential region. In some experiments, the potential of an actively corroding electrode was changed almost instantaneously to a selected potential in a passive range by switching on a potentiostat, with a potential preset at a desired value.",9,620,75.47,18.7,2.08,1.97,0,0,0,0,0,0,0,1.75,0,0,0,0,0
361,362,composition_0134,7,development,2,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,400,67.454,17.93,14.38,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
362,363,composition_0134,7,development,2,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,6,279,67.151,17.93,14.38,0,0,0,0,0,0,0,0.503,0,0,0,0,0,0
363,364,composition_0134,7,development,2,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,395,66.654,17.93,14.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0
364,365,composition_0135,1,development,1,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,8,535,66.664,17.93,14.38,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0
365,366,composition_0136,1,final_test,,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,9,,65.154,17.93,14.38,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0
366,367,composition_0134,7,development,2,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,418,67.464,17.93,14.38,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0
367,368,composition_0134,7,development,2,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,446,67.344,17.93,14.38,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0
368,369,composition_0137,1,development,5,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,407,66.654,17.93,14.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0
369,370,composition_0138,1,final_test,,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,8,,65.404,17.93,14.38,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0
370,371,composition_0139,1,development,3,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,405,66.184,17.93,14.38,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0
371,372,composition_0140,1,final_test,,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,8,,64.904,17.93,14.38,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
372,373,composition_0141,2,development,3,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,10,956,62.654,17.93,14.38,5,0,0,0,0,0,0,0,0,0,0,0,0,0
373,374,composition_0134,7,development,2,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,6,329,67.474,17.93,14.38,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0
374,375,composition_0142,1,development,3,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,393,66.154,17.93,14.38,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
375,376,composition_0143,1,final_test,,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,,64.984,17.93,14.38,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0
376,377,composition_0144,1,development,1,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,386,66.654,17.93,14.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0
377,378,composition_0145,1,development,1,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,376,65.584,17.93,14.38,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0
378,379,composition_0146,2,development,3,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,375,66.734,17.93,14.38,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0
379,380,composition_0146,2,development,3,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,373,66.354,17.93,14.38,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0
380,381,composition_0147,1,development,5,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,6,326,65.474,17.93,14.38,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0
381,382,composition_0148,1,development,3,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,355,64.324,17.93,14.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,383,composition_0149,2,development,5,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,10,1256,62.914,17.93,14.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,384,composition_0134,7,development,2,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,415,67.654,17.93,14.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,385,composition_0141,2,development,3,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,8,566,62.654,17.93,14.38,5,0,0,0,0,0,0,0,0,0,0,0,0,0
385,386,composition_0150,1,final_test,,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,8,,62.904,17.93,14.38,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0
386,387,composition_0149,2,development,5,Fe Alloy,12,25,0.1,7,Potentiodynamic Polarization,7,415,62.654,17.93,14.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,388,composition_0151,1,development,2,Other,2,24,0.1,1,Potentiodynamic Polarization,9,640,39.147,19.97,39.09,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0
388,389,composition_0152,1,development,3,Fe Alloy,2,24,0.1,1,Potentiodynamic Polarization,9,800,99.03,,,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0
389,390,composition_0153,4,development,3,Fe Alloy,2,24,0.1,1,Potentiodynamic Polarization,9,800,96.97,,,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0
390,391,composition_0154,1,development,2,Other,2,24,0.1,1,Potentiodynamic Polarization,9,800,35.971,20.01,39.13,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0
391,392,composition_0155,1,development,3,Fe Alloy,2,24,0.1,1,Potentiodynamic Polarization,7,390,64.425,17.67,13.57,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0
392,393,composition_0153,4,development,3,Fe Alloy,2,24,0.1,1,Potentiodynamic Polarization,9,800,97.55,,,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0
393,394,composition_0153,4,development,3,Fe Alloy,2,24,0.1,1,Potentiodynamic Polarization,9,800,97.07,,,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0
394,395,composition_0153,4,development,3,Fe Alloy,2,24,0.1,1,Potentiodynamic Polarization,9,800,96.63,,,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0
395,396,composition_0156,1,development,4,Fe Alloy,2,24,0.1,1,Potentiodynamic Polarization,9,800,62.7,17.6,13.5,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0
396,397,composition_0157,1,development,2,Fe Alloy,2,24,0.1,1,Potentiodynamic Polarization,9,800,65.841,17.86,16.13,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0
397,398,composition_0158,1,final_test,,Fe Alloy,2,24,0.1,1,Potentiodynamic Polarization,9,,63.165,18.01,16.25,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0
398,399,composition_0159,1,final_test,,Fe Alloy,2,24,0.1,1,Potentiodynamic Polarization,9,,60.664,18.07,16.17,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0
399,400,composition_0160,3,development,4,Fe Alloy,2,24,1,7,Potentiodynamic Polarization,7,430,63.515,17.6,13.6,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0
400,401,composition_0160,3,development,4,Fe Alloy,2,24,1,7,Potentiodynamic Polarization,8,470,63.515,17.6,13.6,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0
401,403,composition_0160,3,development,4,Fe Alloy,2,24,1,7,Potentiodynamic Polarization,9,655,63.515,17.6,13.6,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0
402,404,composition_0161,8,final_test,,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,4,,73.63,22.53,1.45,1.02,0,,,0,0,0,0,0,0,0,0,0,0
403,405,composition_0162,4,development,2,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,4,190,74,20.73,2.17,1.03,0,,,0,0,0,0,0,0,0,0,0,0
404,406,composition_0161,8,final_test,,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,6,,73.49,22.56,1.44,0.71,0,0.34,,0,0,0,0,0,0,0,0,0,0
405,407,composition_0163,3,final_test,,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,4,,73.38,22.52,1.85,0.7,0,0.34,1.13,0,0,0,0,0,0,0,0,0,0
406,408,composition_0164,6,development,5,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,5,238,73.66,21.51,1.44,2.03,0,,,0,0,0,0,0,0,0,0,0,0
407,409,composition_0165,4,development,3,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,5,218,74.03,19.71,2.16,2.04,0,,,0,0,0,0,0,0,0,0,0,0
408,410,composition_0166,4,development,4,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,6,276,73.37,21.49,1.84,1.75,0,0.34,1.12,0,0,0,0,0,0,0,0,0,0
409,411,composition_0167,6,development,1,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,5,256,72.73,21.48,1.43,3,0,,,0,0,0,0,0,0,0,0,0,0
410,412,composition_0168,6,development,5,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,4,182,73.02,19.7,2.15,2.64,0,0.34,,0,0,0,0,0,0,0,0,0,0
411,413,composition_0169,4,development,4,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,5,220,71.93,19.74,2.14,3.5,0,0.51,,0,0,0,0,0,0,0,0,0,0
412,414,composition_0170,4,development,3,Fe Alloy,3,90,0.546,7.2,Potentiodynamic Polarization,5,238,70.97,19.73,2.13,4.7,0,0.34,,0,0,0,0,0,0,0,0,0,0
413,415,composition_0161,8,final_test,,Fe Alloy,3,90,0.546,7.2,Scratch,4,,73.63,22.53,1.45,1.02,0,,,0,0,0,0,0,0,0,0,0,0
414,416,composition_0162,4,development,2,Fe Alloy,3,90,0.546,7.2,Scratch,4,165,74,20.73,2.17,1.03,0,,,0,0,0,0,0,0,0,0,0,0
415,417,composition_0161,8,final_test,,Fe Alloy,3,90,0.546,7.2,Scratch,4,,73.49,22.56,1.44,0.71,0,0.34,,0,0,0,0,0,0,0,0,0,0
416,418,composition_0163,3,final_test,,Fe Alloy,3,90,0.546,7.2,Scratch,3,,73.38,22.52,1.85,0.7,0,0.34,1.13,0,0,0,0,0,0,0,0,0,0
417,419,composition_0164,6,development,5,Fe Alloy,3,90,0.546,7.2,Scratch,5,230,73.66,21.51,1.44,2.03,0,,,0,0,0,0,0,0,0,0,0,0
418,420,composition_0165,4,development,3,Fe Alloy,3,90,0.546,7.2,Scratch,4,185,74.03,19.71,2.16,2.04,0,,,0,0,0,0,0,0,0,0,0,0
419,421,composition_0166,4,development,4,Fe Alloy,3,90,0.546,7.2,Scratch,6,270,73.37,21.49,1.84,1.75,0,0.34,1.12,0,0,0,0,0,0,0,0,0,0
420,422,composition_0167,6,development,1,Fe Alloy,3,90,0.546,7.2,Scratch,5,248,72.73,21.48,1.43,3,0,,,0,0,0,0,0,0,0,0,0,0
421,423,composition_0168,6,development,5,Fe Alloy,3,90,0.546,7.2,Scratch,4,165,73.02,19.7,2.15,2.64,0,0.34,,0,0,0,0,0,0,0,0,0,0
